date,region,product_category,product_name,sales_amount,quantity,customer_id,discount_percent,payment_method
2023-01-01 00:00:00,North,Clothing,Product_0,128.69,24,CUST_0,5,Debit
2023-01-01 01:00:00,South,Clothing,Product_1,914.12,27,CUST_1,10,Mobile
2023-01-01 02:00:00,South,Food,Product_2,677.5,27,CUST_2,0,Cash
2023-01-01 03:00:00,West,Electronics,Product_3,572.26,35,CUST_3,0,Debit
2023-01-01 04:00:00,South,Clothing,Product_4,410.51,25,CUST_4,10,Debit
2023-01-01 05:00:00,South,Books,Product_5,167.86,38,CUST_5,5,Cash
2023-01-01 06:00:00,South,Electronics,Product_6,935.61,10,CUST_6,0,Credit
2023-01-01 07:00:00,East,Clothing,Product_7,925.71,19,CUST_7,20,Cash
2023-01-01 08:00:00,East,Clothing,Product_8,701.2,41,CUST_8,0,Mobile
2023-01-01 09:00:00,South,Clothing,Product_9,534.12,23,CUST_9,20,Credit
2023-01-01 10:00:00,South,Electronics,Product_10,289.78,44,CUST_10,0,Credit
2023-01-01 11:00:00,East,Food,Product_11,708.94,11,CUST_11,10,Debit
2023-01-01 12:00:00,West,Clothing,Product_12,369.02,38,CUST_12,10,Cash
2023-01-01 13:00:00,East,Food,Product_13,28.96,28,CUST_13,20,Credit
2023-01-01 14:00:00,East,Food,Product_14,416.33,21,CUST_14,0,Debit
2023-01-01 15:00:00,South,Food,Product_15,732.03,12,CUST_15,20,Debit
2023-01-01 16:00:00,East,Clothing,Product_16,853.9,6,CUST_16,0,Credit
2023-01-01 17:00:00,North,Food,Product_17,790.43,17,CUST_17,10,Debit
2023-01-01 18:00:00,North,Food,Product_18,699.32,21,CUST_18,20,Mobile
2023-01-01 19:00:00,South,Electronics,Product_19,158.38,34,CUST_19,20,Credit
2023-01-01 20:00:00,West,Food,Product_20,15.26,18,CUST_20,15,Cash
2023-01-01 21:00:00,East,Clothing,Product_21,837.26,34,CUST_21,10,Credit
2023-01-01 22:00:00,East,Clothing,Product_22,936.82,16,CUST_22,20,Credit
2023-01-01 23:00:00,South,Food,Product_23,204.48,37,CUST_23,5,Credit
2023-01-02 00:00:00,East,Food,Product_24,490.25,14,CUST_24,20,Credit
2023-01-02 01:00:00,North,Electronics,Product_25,186.16,50,CUST_25,0,Debit
2023-01-02 02:00:00,South,Electronics,Product_26,602.77,5,CUST_26,5,Debit
2023-01-02 03:00:00,East,Clothing,Product_27,943.08,8,CUST_27,20,Cash
2023-01-02 04:00:00,West,Books,Product_28,938.99,34,CUST_28,10,Cash
2023-01-02 05:00:00,East,Food,Product_29,281.2,17,CUST_29,10,Mobile
2023-01-02 06:00:00,South,Clothing,Product_30,142.93,31,CUST_30,0,Debit
2023-01-02 07:00:00,West,Food,Product_31,700.96,28,CUST_31,5,Credit
2023-01-02 08:00:00,North,Books,Product_32,192.89,6,CUST_32,5,Debit
2023-01-02 09:00:00,South,Food,Product_33,655.56,13,CUST_33,10,Cash
2023-01-02 10:00:00,South,Food,Product_34,172.47,44,CUST_34,15,Debit
2023-01-02 11:00:00,East,Food,Product_35,51.04,32,CUST_35,15,Cash
2023-01-02 12:00:00,East,Books,Product_36,737.5,45,CUST_36,5,Debit
2023-01-02 13:00:00,South,Books,Product_37,622.31,3,CUST_37,5,Mobile
2023-01-02 14:00:00,East,Food,Product_38,359.82,8,CUST_38,15,Cash
2023-01-02 15:00:00,West,Food,Product_39,534.43,31,CUST_39,15,Debit
2023-01-02 16:00:00,North,Clothing,Product_40,468.25,4,CUST_40,10,Cash
2023-01-02 17:00:00,West,Electronics,Product_41,292.6,17,CUST_41,10,Cash
2023-01-02 18:00:00,East,Clothing,Product_42,452.5,16,CUST_42,10,Cash
2023-01-02 19:00:00,East,Clothing,Product_43,156.48,23,CUST_43,15,Debit
2023-01-02 20:00:00,South,Electronics,Product_44,411.28,12,CUST_44,15,Credit
2023-01-02 21:00:00,West,Food,Product_45,78.14,9,CUST_45,20,Credit
2023-01-02 22:00:00,South,Books,Product_46,224.42,49,CUST_46,15,Credit
2023-01-02 23:00:00,North,Books,Product_47,679.88,10,CUST_47,15,Mobile
